#Dates of nodes that didn't have a specified date are inferred from the root-to-tip regression.
name, date, root-to-tip distance, clock-deviation
A/swine/Pennsylvania/A02268135/2018|1B.2.1|1998B|TTTTPT|2018-10-24, 2018.81, 0.293419, -0.000111
A/swine/Pennsylvania/A02429857/2019|1B.2.1|1998B|TTTTPT|2019-01-24, 2019.07, 0.296087, 0.001450
A/swine/Indiana/A02136747/2017|1B.2.1|1998B|TTTPPT|2017-11-17, 2017.87, 0.288795, -0.000734
A/swine/Pennsylvania/A02138663/2017|1B.2.1|1998B|TTTPPT|2017-12-12, 2017.94, 0.288144, -0.001683
A/swine/Pennsylvania/A02636085/2021|1B.2.1|1998B|TTTPPT|2021-08-31, 2021.66, 0.300706, -0.004955
A/swine/Pennsylvania/A02432157/2019|1B.2.1|1998B|TTTPPT|2019-04-08, 2019.27, 0.294684, -0.000804
A/swine/Pennsylvania/A02223370/2017|1B.2.1|1998B|TTTPPT|2017-10-12, 2017.77, 0.289445, 0.000342
A/swine/Pennsylvania/A02135726/2017|1B.2.1|1998B|TTTPPT|2017-11-07, 2017.84, 0.290096, 0.000695
A/swine/North_Carolina/A02076945/2015|1B.2.1|1998B|TTPTPT|2015-08-07, 2015.59, 0.277771, -0.002052
A/swine/North_Carolina/A01731857/2016|1B.2.1|2002B|TTTTPT|2016-02-11, 2016.11, 0.285314, 0.003277
A/swine/North_Carolina/A01728820/2015|1B.2.1|2002B|TTTTPT|2015-12-31, 2015.99, 0.285124, 0.003598
A/swine/North_Carolina/A01778770/2016|1B.2.1|1998B|TTPTPT|2016-08-23, 2016.64, 0.286749, 0.002456
A/swine/North_Carolina/A01729907/2016|1B.2.1|1998B|TTTTPT|2016-01-20, 2016.05, 0.283440, 0.001659
A/swine/North_Carolina/A01672582/2017|1B.2.1|1998B|TTTTPT|2017-01-31, 2017.08, 0.291364, 0.005198
A/swine/North_Carolina/A01729436/2016|1B.2.1|1998B|TTTTPT|2016-01-12, 2016.03, 0.284095, 0.002399
A/swine/North_Carolina/A01732706/2016|1B.2.1|1998B|TTTTPT|2016-03-02, 2016.17, 0.284094, 0.001802
A/swine/North_Carolina/A01733634/2016|1B.2.1|1998B|TTTTPT|2016-03-14, 2016.2, 0.284094, 0.001674
A/swine/North_Carolina/A01796370/2015|1B.2.1|1998B|TTPTPT|2015-11-13, 2015.86, 0.282523, 0.001551
A/swine/North_Carolina/A01945748/2015|1B.2.1|1998B|TTTTPT|2015-10-19, 2015.79, 0.281094, 0.000420
A/swine/Indiana/A01932256/2017|1B.2.1|1998B|TTTTPT|2017-02-15, 2017.12, 0.289779, 0.003443
A/swine/Colorado/A02635977/2021|1B.2.1|1998B|TTTTPT|2021-07-14, 2021.53, 0.306862, 0.001754
A/swine/North_Carolina/A01774164/2016|1B.2.1|1998B|TTTTPT|2016-04-22, 2016.31, 0.281751, -0.001137
A/swine/North_Carolina/A01671999/2017|1B.2.1|1998B|TTTTPT|2017-01-04, 2017.01, 0.283734, -0.002134
A/swine/Iowa/A01672419/2017|1B.2.1|1998B|TTTTPT|2017-01-18, 2017.05, 0.281747, -0.004291
A/swine/North_Carolina/A01476787/2014|1B.2.1|1998B|TTPTPT|2014-10-21, 2014.8, 0.273532, -0.002929
A/swine/Ohio/A01728547/2015|1B.2.1|1998B|TTTTPT|2015-12-24, 2015.97, 0.279719, -0.001722
A/swine/Pennsylvania/A02035484/2015|1B.2.1|1998B|TTTTPT|2015-07-08, 2015.52, 0.278395, -0.001130
A/swine/Pennsylvania/A01671487/2016|1B.2.1|1998B|TTTTPT|2016-12-12, 2016.94, 0.286496, 0.000926
A/swine/North_Carolina/A02077689/2015|1B.2.1|1998B|TTTTPT|2015-05-20, 2015.38, 0.275753, -0.003176
A/swine/North_Carolina/A01944409/2015|1B.2.1|1998B|TTTTPT|2015-10-02, 2015.75, 0.277064, -0.003440
A/swine/North_Carolina/A01732695/2016|1B.2.1|1998B|TTTTPT|2016-02-29, 2016.16, 0.281682, -0.000567
A/swine/North_Carolina/A01731606/2016|1B.2.1|1998B|TTTTPT|2016-02-08, 2016.1, 0.282998, 0.001004
A/swine/North_Carolina/A01775740/2016|1B.2.1|1998B|TTTTPT|2016-05-23, 2016.39, 0.285608, 0.002379
A/swine/North_Carolina/A01781221/2016|1B.2.1|1998B|TTTTPT|2016-09-07, 2016.68, 0.285607, 0.001144
A/swine/Indiana/A01812028/2015|1B.2.1|1998B|TTTTPT|2015-10-20, 2015.79, 0.277066, -0.003608
A/swine/Ohio/A01354319/2017|1B.2.1|2002B|TTTTPT|2017-08-13, 2017.61, 0.288404, -0.000018
A/swine/Ohio/A01354316/2017|1B.2.1|2002B|TTTTPT|2017-08-13, 2017.61, 0.289057, 0.000635
A/swine/Iowa/A01782577/2016|1B.2.1|1998B|TTTTPT|2016-10-24, 2016.81, 0.283640, -0.001377
A/swine/Indiana/A02218760/2017|1B.2.1|1998B|TTTTPT|2017-08-03, 2017.58, 0.284963, -0.003331
A/swine/Indiana/A01797998/2019|1B.2.1|2002B|TTTTPT|2019-04-24, 2019.31, 0.288274, -0.007384
A/swine/Iowa/A01667086/2017|1B.2.1|1998B|TTTTPT|2017-03-07, 2017.18, 0.281297, -0.005295
A/swine/Indiana/A01812224/2016|1B.2.1|1998B|TTTTPT|2016-06-01, 2016.41, 0.282498, -0.000816
A/swine/Indiana/A01812062/2015|1B.2.1|1998B|TTTTPT|2015-11-06, 2015.84, 0.279196, -0.001691
A/swine/Indiana/A01260893/2015|1B.2.1|1998B|TTTTPT|2015-05-06, 2015.35, 0.278709, -0.000093
A/swine/Indiana/A01260890/2015|1B.2.1|1998B|TTTTPT|2015-05-05, 2015.34, 0.278709, -0.000050
A/swine/Indiana/A01894974/2016|1B.2.1|1998B|TTPTPT|2016-04-06, 2016.26, 0.285324, 0.002648
A/swine/Illinois/A01378014/2016|1B.2.1|1998B|TTTTPT|2016-07-01, 2016.5, 0.285297, 0.001600
A/swine/Illinois/A02214842/2017|1B.2.1|1998B|TTTTPT|2017-04-10, 2017.27, 0.288576, 0.001601
A/swine/Illinois/A01378013/2016|1B.2.1|1998B|TTTTPT|2016-07-01, 2016.5, 0.286606, 0.002909
A/swine/Michigan/A02479056/2020|1B.2.1|1998B|TTTTPT|2020-02-12, 2020.12, 0.300092, 0.000986
A/swine/Missouri/A02221494/2017|1B.2.1|1998B|TTTTPT|2017-09-13, 2017.69, 0.289977, 0.001214
A/swine/Indiana/A01894477/2016|1B.2.1|1998B|TTTTPT|2016-03-29, 2016.24, 0.285270, 0.002680
A/swine/Michigan/A02077465/2015|1B.2.1|1998B|TTTTPT|2015-05-01, 2015.33, 0.279352, 0.000635
A/swine/Indiana/A01260948/2015|1B.2.1|1998B|TTTTPT|2015-07-27, 2015.57, 0.279351, -0.000387
A/swine/Iowa/A01775725/2016|1B.2.1|1998B|TTPTPT|2016-05-19, 2016.38, 0.285937, 0.002750
A/swine/Indiana/A01260943/2015|1B.2.1|1998B|TTTTPT|2015-07-20, 2015.55, 0.280003, 0.000350
A/swine/North_Carolina/A01377460/2014|1B.2.1|1998B|TTTTPT|2014-12-04, 2014.92, 0.276650, -0.000321
A/swine/North_Carolina/A01894401/2016|1B.2.1|1998B|TTTTPT|2016-03-28, 2016.24, 0.281679, -0.000912
A/swine/North_Carolina/A01894897/2016|1B.2.1|2002B|TTTTPT|2016-04-06, 2016.26, 0.281219, -0.001456
A/swine/North_Carolina/A01668056/2016|1B.2.1|1998B|TTTPPT|2016-11-03, 2016.83, 0.286511, 0.001409
A/swine/North_Carolina/A01945949/2015|1B.2.1|1998B|TTTPPT|2015-10-27, 2015.81, 0.284076, 0.003316
A/swine/North_Carolina/A02431994/2019|1B.2.1|2002B|TTTPPT|2019-04-03, 2019.25, 0.296882, 0.001479
A/swine/Illinois/A02429360/2019|1B.2.1|1998B|TTTTPT|2019-01-08, 2019.02, 0.296747, 0.002324
A/swine/North_Carolina/A02269817/2018|1B.2.1|1998B|TTTPPT|2018-11-14, 2018.86, 0.294035, 0.000293
A/swine/North_Carolina/A02245213/2019|1B.2.1|pdm|TTTPPT|2019-08-15, 2019.62, 0.302175, 0.005197
A/swine/North_Carolina/A02218894/2017|1B.2.1|1998B|TTTPPT|2017-08-10, 2017.6, 0.288681, 0.000302
A/swine/North_Carolina/A01778373/2016|1B.2.1|1998B|TTTPPT|2016-08-05, 2016.59, 0.283415, -0.000665
A/swine/Iowa/A02217289/2017|1B.2.1|1998B|TTTPPT|2017-06-14, 2017.45, 0.286702, -0.001038
A/swine/North_Carolina/A01796310/2015|1B.2.1|1998B|TTTPPT|2015-11-11, 2015.85, 0.277287, -0.003643
A/swine/North_Carolina/A01667104/2017|1B.2.1|1998B|TTPPPT|2017-03-07, 2017.18, 0.281875, -0.004716
A/swine/North_Carolina/A02138817/2017|1B.2.1|1998B|TTTPPT|2017-12-18, 2017.95, 0.288495, -0.001374
A/swine/Indiana/A02154756/2018|1B.2.1|1998B|TTTPPT|2018-02-18, 2018.13, 0.289137, -0.001499
A/swine/North_Carolina/A02218135/2017|1B.2.1|1998B|TTTPPT|2017-07-05, 2017.51, 0.284492, -0.003504
A/swine/North_Carolina/A02427689/2018|1B.2.1|1998B|TTTPPT|2018-12-18, 2018.95, 0.288435, -0.005691
A/swine/North_Carolina/A02427468/2018|1B.2.1|1998B|TTTPPT|2018-12-12, 2018.94, 0.287778, -0.006305
A/swine/Indiana/A01812295/2019|1B.2.1|1998B|TTTTPT|2019-08-25, 2019.64, 0.291717, -0.005346
A/swine/Pennsylvania/A02524849/2020|1B.2.1|1998B|TTTTPT|2020-10-30, 2020.82, 0.293047, -0.009038
A/swine/Indiana/A02635956/2021|1B.2.1|1998B|TTTPPT|2021-07-09, 2021.52, 0.294366, -0.010700
A/swine/North_Carolina/A01777394/2016|1B.2.1|1998B|TTTPPT|2016-07-06, 2016.51, 0.283833, 0.000093
A/swine/North_Carolina/A01785530/2018|1B.2.1|1998B|TTTPPT|2018-04-28, 2018.32, 0.287132, -0.004312
A/swine/Ohio/A02636465/2022|1B.2.1|1998B|TTTTPT|2022-02-02, 2022.09, 0.313008, 0.005517
A/swine/Indiana/A02524877/2020|1B.2.1|1998B|TTTTPT|2020-11-05, 2020.84, 0.308222, 0.006052
A/swine/Indiana/A02636123/2021|1B.2.1|1998B|TTTTPT|2021-09-16, 2021.7, 0.309539, 0.003708
A/swine/Indiana/A02524670/2020|1B.2.1|1998B|TTTTPT|2020-09-25, 2020.73, 0.305596, 0.003894
A/swine/North_Carolina/A01782003/2016|1B.2.1|1998B|TTTPPT|2016-10-03, 2016.75, 0.283829, -0.000932
A/swine/North_Carolina/A02218906/2017|1B.2.1|1998B|TTTPPT|2017-08-09, 2017.6, 0.285163, -0.003216
A/swine/Indiana/A02158148/2018|1B.2.1|1998B|TTTPPT|2018-04-27, 2018.32, 0.292172, 0.000728
A/swine/Indiana/A02428118/2018|1B.2.1|1998B|TTTPPT|2018-12-18, 2018.95, 0.295457, 0.001331
A/swine/North_Carolina/A01785615/2018|1B.2.1|1998B|TTTPPT|2018-09-11, 2018.69, 0.295450, 0.002431
A/swine/North_Carolina/A02478556/2019|1B.2.1|1998B|TTTTPT|2019-06-19, 2019.46, 0.298720, 0.002423
A/swine/North_Carolina/A02478577/2019|1B.2.1|1998B|TTTTPT|2019-07-02, 2019.5, 0.298717, 0.002250
A/swine/North_Carolina/A02478736/2019|1B.2.1|1998B|TTTTPT|2019-09-20, 2019.71, 0.299378, 0.002017
A/swine/Indiana/A02479119/2020|1B.2.1|1998B|TTTTPT|2020-03-05, 2020.18, 0.300044, 0.000683
A/swine/Iowa/A02478498/2019|1B.2.1|LAIV-98|TTTTPT|2019-05-16, 2019.37, 0.298062, 0.002148
A/swine/North_Carolina/A02478805/2019|1B.2.1|1998B|TTTTPT|2019-10-28, 2019.82, 0.298720, 0.000891
A/swine/North_Carolina/A02479114/2020|1B.2.1|1998B|TTTTPT|2020-03-03, 2020.17, 0.300679, 0.001360
A/swine/North_Carolina/A02478984/2020|1B.2.1|1998B|TTTTPT|2020-01-09, 2020.02, 0.299372, 0.000692
A/swine/South_Carolina/A02245688/2020|1B.2.1|1998B|TTTTPT|2020-08-14, 2020.61, 0.303140, 0.001948
A/swine/North_Carolina/A02245693/2020|1B.2.1|1998B|TTTTPT|2020-08-19, 2020.63, 0.306607, 0.005330
A/swine/North_Carolina/A02525120/2021|1B.2.1|1998B|TTTTPT|2021-01-21, 2021.06, 0.305276, 0.002169
A/swine/North_Carolina/A02525038/2020|1B.2.1|1998B|TTTPPT|2020-12-31, 2020.99, 0.303985, 0.001176
A/swine/North_Carolina/A02524949/2020|1B.2.1|1998B|TTTPPT|2020-12-10, 2020.93, 0.303966, 0.001412
A/swine/North_Carolina/A02636056/2021|1B.2.1|1998B|TTTPPT|2021-08-18, 2021.62, 0.306585, 0.001094
A/swine/Indiana/A02636031/2021|1B.2.1|1998B|TTTPPT|2021-08-04, 2021.59, 0.307235, 0.001872
A/swine/North_Carolina/A02636346/2021|1B.2.1|1998B|TTTPPT|2021-12-31, 2021.99, 0.307234, 0.000168
A/swine/Iowa/A02635880/2021|1B.2.1|1998B|TTTPPT|2021-06-01, 2021.41, 0.308554, 0.003957
A/swine/North_Carolina/A02524920/2020|1B.2.1|1998B|TTTPPT|2020-11-24, 2020.89, 0.303961, 0.001577
A/swine/North_Carolina/A02635975/2021|1B.2.1|1998B|TTTPPT|2021-07-13, 2021.53, 0.304613, -0.000494
A/swine/Indiana/A02636294/2021|1B.2.1|1998B|TTTPPT|2021-10-01, 2021.74, 0.304614, -0.001388
A/swine/North_Carolina/A02525225/2021|1B.2.1|1998B|TTTPPT|2021-02-24, 2021.15, 0.305922, 0.002431
A/swine/North_Carolina/A01945861/2015|1B.2.1|1998B|TTTPPT|2015-10-15, 2015.78, 0.277950, -0.002682
A/swine/Illinois/A01672615/2017|1B.2.1|1998B|TTTPPT|2017-01-30, 2017.08, 0.282541, -0.003625
A/swine/Iowa/A01781219/2016|1B.2.1|1998B|TTTPPT|2016-09-06, 2016.67, 0.283855, -0.000566
A/swine/Iowa/A02172376/2018|1B.2.1|1998B|TTTPPT|2018-07-12, 2018.53, 0.291107, -0.001231
A/swine/Iowa/A01668659/2016|1B.2.1|1998B|TTTPPT|2016-11-23, 2016.88, 0.283202, -0.002113
A/swine/Iowa/A02140816/2018|1B.2.1|1998B|TTTPPT|2018-01-09, 2018.02, 0.287137, -0.003030
A/swine/Iowa/A02266066/2018|1B.2.1|1998B|TTTPPT|2018-10-01, 2018.74, 0.292485, -0.000746
A/swine/Iowa/A02524417/2020|1B.2.1|1998B|TTTPPT|2020-06-11, 2020.44, 0.301783, 0.001315
A/swine/Minnesota/A01785961/2019|1B.2.1|1998B|TTTPPT|2019-02-19, 2019.13, 0.291791, -0.003100
A/swine/Illinois/A01778711/2016|1B.2.1|1998B|TTTPPT|2016-08-17, 2016.62, 0.283189, -0.001018
A/swine/Iowa/A02216716/2017|1B.2.1|1998B|TTTPPT|2017-06-16, 2017.45, 0.285802, -0.001938
A/swine/Illinois/A02139356/2018|1B.2.1|1998B|TTTPPT|2018-01-03, 2018.01, 0.288427, -0.001698
A/swine/Iowa/A02223471/2017|1B.2.1|1998B|TTTPPT|2017-10-11, 2017.77, 0.288423, -0.000679
A/swine/Illinois/A02270008/2018|1B.2.1|1998B|TTTPPT|2018-11-15, 2018.86, 0.295077, 0.001335
A/swine/Indiana/A01812300/2019|1B.2.1|1998B|TTTTPT|2019-12-23, 2019.97, 0.302426, 0.003959
A/swine/Illinois/A02479226/2020|1B.2.1|1998B|TTTTPT|2020-04-11, 2020.28, 0.305026, 0.005239
A/swine/Illinois/A02524473/2020|1B.2.1|1998B|TTTTPT|2020-06-26, 2020.48, 0.306978, 0.006340
A/swine/Iowa/A02219790/2017|1B.2.1|1998B|TTTPPT|2017-08-17, 2017.62, 0.287114, -0.001350
A/swine/Minnesota/A01785855/2019|1B.2.1|1998B|TTTPPT|2019-01-17, 2019.05, 0.295668, 0.001117
A/swine/Minnesota/A01785584/2018|1B.2.1|1998B|TTTPPT|2018-07-13, 2018.53, 0.293673, 0.001336
A/swine/Missouri/A02524523/2020|1B.2.1|1998B|TTTTPT|2020-07-23, 2020.56, 0.297633, -0.003346
A/swine/Missouri/A02524993/2020|1B.2.1|1998B|TTTTPT|2020-12-14, 2020.94, 0.300279, -0.002318
A/swine/Missouri/A02478806/2019|1B.2.1|1998B|TTTTPT|2019-10-29, 2019.82, 0.295001, -0.002828
A/swine/Iowa/A02478848/2019|1B.2.1|1998B|TTPPPT|2019-11-05, 2019.84, 0.301010, 0.003096
A/swine/Iowa/A02635888/2021|1B.2.1|1998B|TTTPPT|2021-06-09, 2021.44, 0.311089, 0.006364
A/swine/Iowa/A02525072/2021|1B.2.1|1998B|TTTPPT|2021-01-12, 2021.03, 0.308337, 0.005357
A/swine/Iowa/A02479207/2020|1B.2.1|1998B|TTTPPT|2020-04-08, 2020.27, 0.298291, -0.001454
A/swine/Iowa/A02479231/2020|1B.2.1|1998B|TTTPPT|2020-04-14, 2020.28, 0.298943, -0.000844
A/swine/Iowa/A02479373/2020|1B.2.1|1998B|TTTPPT|2020-05-27, 2020.4, 0.300912, 0.000614
A/swine/Texas/A01104151/2021|1B.2.1|1998B|TTTPPT|2021-09-10, 2021.68, 0.304222, -0.001524
A/swine/Illinois/A02524894/2020|1B.2.1|2002B|TTPTPT|2020-11-12, 2020.85, 0.298912, -0.003301
A/swine/Iowa/A02478842/2019|1B.2.1|1998B|TTTPPT|2019-11-08, 2019.84, 0.293665, -0.004249
A/swine/Missouri/A02479372/2020|1B.2.1|1998B|TTTPPT|2020-05-27, 2020.4, 0.296278, -0.004020
A/swine/Iowa/A02636127/2021|1B.2.1|1998B|TTTPPT|2021-09-08, 2021.68, 0.300902, -0.004844
A/swine/Iowa/A02636455/2022|1B.2.1|1998B|TTTPPT|2022-02-01, 2022.08, 0.304217, -0.003232
A/swine/Iowa/A02430912/2019|1B.2.1|1998B|TTTPPT|2019-02-26, 2019.15, 0.294995, 0.000018
A/swine/Iowa/A02478596/2019|1B.2.1|1998B|TTTTPT|2019-07-19, 2019.55, 0.292356, -0.004323
A/swine/Iowa/A02169153/2018|1B.2.1|1998B|TTTPPT|2018-06-18, 2018.46, 0.290382, -0.001658
A/swine/Iowa/A02524861/2020|1B.2.1|1998B|TTTPPT|2020-11-04, 2020.83, 0.302287, 0.000159
A/swine/Iowa/A02525093/2021|1B.2.1|1998B|TTTPPT|2021-01-18, 2021.05, 0.305125, 0.002060
A/swine/Iowa/A02525135/2021|1B.2.1|1998B|TTTPPT|2021-02-01, 2021.08, 0.306224, 0.003032
A/swine/Iowa/A02479326/2020|1B.2.1|1998B|TTTPPT|2020-05-12, 2020.36, 0.299622, -0.000506
A/swine/California/A02635826/2021|1B.2.1|1998B|TTTPPT|2021-05-13, 2021.36, 0.306891, 0.002507
A/swine/Indiana/A02525394/2021|1B.2.1|1998B|TTTPPT|2021-04-19, 2021.3, 0.305580, 0.001451
A/swine/Ohio/A02636080/2021|1B.2.1|1998B|TTTPPT|2021-08-25, 2021.64, 0.304889, -0.000687
A/swine/Iowa/A02524982/2020|1B.2.1|1998B|TTTPPT|2020-12-10, 2020.93, 0.302244, -0.000310
A/swine/Iowa/A02635933/2021|1B.2.1|1998B|TTTPPT|2021-06-24, 2021.48, 0.307506, 0.002611
A/swine/Iowa/A02636510/2022|1B.2.1|1998B|TTTPPT|2022-02-22, 2022.14, 0.308830, 0.001126
A/swine/Iowa/A02158716/2018|1B.2.1|1998B|TTTPPT|2018-05-16, 2018.37, 0.290382, -0.001275
A/swine/Michigan/A02524622/2020|1B.2.1|1998B|TTTPPT|2020-09-09, 2020.68, 0.308378, 0.006889
A/swine/Iowa/A02270005/2018|1B.2.1|1998B|TTTPPT|2018-11-15, 2018.86, 0.294964, 0.001222
A/swine/Iowa/A02479375/2020|1B.2.1|1998B|TTTPPT|2020-05-27, 2020.4, 0.298237, -0.002061
A/swine/Iowa/A02479109/2020|1B.2.1|1998B|TTTPPT|2020-03-02, 2020.17, 0.297580, -0.001739
A/swine/Iowa/A02478916/2019|1B.2.1|1998B|TTTPPT|2019-11-25, 2019.89, 0.295621, -0.002506
A/swine/Missouri/A02430482/2019|1B.2.1|1998B|TTTPPT|2019-02-14, 2019.12, 0.294299, -0.000550
A/swine/Missouri/A02478547/2019|1B.2.1|1998B|TTTPPT|2019-06-11, 2019.44, 0.295610, -0.000602
A/swine/Iowa/A02636025/2021|1B.2.1|1998B|TTTPPT|2021-08-05, 2021.59, 0.299555, -0.005808
A/swine/Missouri/A02636006/2021|1B.2.1|1998B|TLLPPT|2021-07-20, 2021.55, 0.302864, -0.002328
A/swine/Ohio/A02266067/2018|1B.2.1|1998B|TTTPPT|2018-10-02, 2018.75, 0.292990, -0.000284
A/swine/Florida/A01104129/2018|1B.2.1|1998B|TTTPPT|2018-11-19, 2018.87, 0.294957, 0.001172
A/swine/Michigan/A02432154/2019|1B.2.1|1998B|TTTPPT|2019-04-02, 2019.25, 0.294960, -0.000443
A/swine/North_Carolina/A02256741/2018|1B.2.1|1998B|TTTPPT|2018-08-23, 2018.64, 0.292991, 0.000185
A/swine/Illinois/A02256668/2018|1B.2.1|2002B|TTTTPT|2018-08-22, 2018.64, 0.292991, 0.000185
A/swine/California/A01459629/2018|1B.2.1|1998B|TTTPPT|2018-07-31, 2018.58, 0.291686, -0.000865
A/swine/Minnesota/A02257033/2018|1B.2.1|1998B|TTTPPT|2018-08-29, 2018.65, 0.292992, 0.000143
A/swine/California/A01459645/2018|1B.2.1|1998B|TTTPPT|2018-08-27, 2018.65, 0.292338, -0.000511
A/swine/Ohio/A01354364/2018|1B.2.1|1998B|TTTPPT|2018-08-01, 2018.58, 0.292991, 0.000441
A/swine/Michigan/A01104117/2018|1B.2.1|1998B|TTTPPT|2018-07-27, 2018.57, 0.292338, -0.000170
A/swine/Michigan/A01635976/2018|1B.2.1|1998B|TTTPPT|2018-08-09, 2018.6, 0.293644, 0.001008
A/swine/Ohio/A02478843/2019|1B.2.1|1998B|TTTPPT|2019-10-29, 2019.82, 0.297582, -0.000246
A/swine/Michigan/A02635726/2021|1B.2.1|1998B|TTTPPT|2021-04-21, 2021.3, 0.302255, -0.001873
A/swine/Indiana/A02524433/2020|1B.2.1|1998B|TTTTPT|2020-06-15, 2020.45, 0.304287, 0.003777
A/swine/Ohio/A02524643/2020|1B.2.1|1998B|TTTPPT|2020-09-18, 2020.71, 0.305572, 0.003955
A/swine/Oregon/A02184530/2019|1B.2.1|1998B|TTTPPT|2019-06-27, 2019.48, 0.296924, 0.000542
A/swine/Indiana/A02478520/2019|1B.2.1|1998B|TTTPPT|2019-05-29, 2019.41, 0.296270, 0.000187
A/swine/Michigan/A01104136/2019|1B.2.1|1998B|TTTPPT|2019-07-27, 2019.57, 0.296924, 0.000159
A/swine/Michigan/A01104135/2019|1B.2.1|1998B|TTTPPT|2019-07-26, 2019.56, 0.296925, 0.000203
A/swine/Michigan/A02359300/2019|1B.2.1|1998B|TTTPPT|2019-08-08, 2019.6, 0.297578, 0.000686
A/swine/Iowa/A02254258/2018|1B.2.1|2002A|TTTPPT|2018-07-23, 2018.56, 0.290382, -0.002084
A/swine/Iowa/A02254260/2018|1B.2.1|1998B|TTTPPT|2018-07-23, 2018.56, 0.287765, -0.004701
A/swine/Minnesota/A02245176/2019|1B.2.1|1998B|TTTTPT|2019-06-12, 2019.44, 0.292349, -0.003862
A/swine/Iowa/A02157968/2018|1B.2.1|1998B|TTTPPT|2018-04-16, 2018.29, 0.291036, -0.000280
A/swine/Iowa/A02157004/2018|1B.2.1|1998B|TTTPPT|2018-03-27, 2018.24, 0.289724, -0.001379
A/swine/Iowa/A02142465/2018|1B.2.1|1998B|TTTPPT|2018-02-07, 2018.1, 0.288417, -0.002090
